Date,Price,Open,High,Low,Vol.,Change %
8/11/2022,104.644,104.76,104.995,104.195,0.07K,-0.08%
8/10/2022,104.73,105.765,105.825,104.15,0.15K,-1.11%
8/9/2022,105.902,105.825,105.855,105.555,0.03K,-0.06%
8/8/2022,105.968,106.19,106.34,105.685,0.23K,-0.15%
8/5/2022,106.13,105.48,106.46,105.44,0.11K,0.82%
8/4/2022,105.266,105.96,105.975,105.265,0.05K,-0.73%
8/3/2022,106.037,105.91,106.3,105.55,0.13K,0.26%
8/2/2022,105.764,104.965,105.845,104.66,0.10K,0.71%
8/1/2022,105.016,105.4,105.405,104.83,0.12K,-0.43%
7/29/2022,105.474,105.75,106.17,105.1,0.13K,-0.42%
7/28/2022,105.921,105.965,106.52,105.64,0.10K,-0.09%
7/27/2022,106.016,106.705,106.92,105.855,0.11K,-0.65%
7/26/2022,106.714,106,106.75,105.795,0.14K,0.64%
7/25/2022,106.04,106.18,106.335,105.835,0.05K,-0.26%
7/22/2022,106.316,106.335,106.34,105.725,0.05K,-0.15%
7/21/2022,106.479,106.655,106.84,106,0.07K,-0.12%
7/20/2022,106.608,106.165,106.745,105.94,0.16K,0.34%
7/19/2022,106.25,107.07,107.095,105.975,0.10K,-0.60%
7/18/2022,106.896,107.3,107.4,106.44,0.05K,-0.64%
7/15/2022,107.586,108.08,108.185,107.485,0.06K,-0.41%
7/14/2022,108.032,107.7,108.785,107.675,0.09K,0.60%
7/13/2022,107.386,107.705,108.05,106.98,0.06K,-0.17%
7/12/2022,107.567,107.68,108.025,107.385,0.08K,0.09%
7/11/2022,107.474,106.435,107.675,106.435,0.10K,0.97%
7/8/2022,106.441,106.435,107.22,106.295,0.13K,-0.14%
7/7/2022,106.594,106.43,106.68,106.26,0.10K,0.03%
7/6/2022,106.563,105.93,106.6,105.8,0.04K,0.58%
7/5/2022,105.95,104.57,106.17,104.57,0.17K,1.34%
7/4/2022,104.549,104.495,104.665,104.245,0.02K,0.00%
7/1/2022,104.549,104.2,105.02,104.2,0.04K,0.45%
6/30/2022,104.084,104.43,104.86,104.06,0.03K,-0.38%
6/29/2022,104.484,103.93,104.34,103.93,0.01K,0.58%
6/28/2022,103.881,103.32,103.935,103.32,0.03K,0.54%
6/27/2022,103.318,103.45,103.47,103.08,0.04K,-0.27%
6/24/2022,103.599,103.66,103.8,103.4,0.02K,-0.22%
6/23/2022,103.832,103.72,104.19,103.47,0.03K,0.19%
6/22/2022,103.631,103.965,104.275,103.375,0.03K,-0.24%
6/21/2022,103.881,103.85,103.91,103.445,0.07K,-0.28%
6/20/2022,104.173,104.2,104.2,103.75,0.01K,0.00%
6/17/2022,104.173,103.285,104.5,103.25,0.08K,1.05%
6/16/2022,103.087,104.23,104.87,102.95,0.11K,-1.45%
6/15/2022,104.605,104.45,105.08,104.1,0.09K,-0.37%
6/14/2022,104.992,104.795,105,104.285,0.21K,0.02%
6/13/2022,104.966,104.1,105.15,104.095,53.58K,0.92%
6/10/2022,104.013,103.175,104.1,102.91,44.91K,0.90%
6/9/2022,103.081,102.44,103.215,102.005,41.28K,0.66%
6/8/2022,102.406,102.27,102.615,102.125,21.88K,0.23%
6/7/2022,102.175,102.335,102.7,102.11,13.26K,-0.12%
6/6/2022,102.295,102,102.315,101.68,13.00K,0.34%
6/3/2022,101.951,101.565,102.1,101.445,1.66K,0.33%
6/2/2022,101.617,102.405,102.44,101.53,1.23K,-0.67%
6/1/2022,102.304,101.54,102.535,101.54,0.92K,0.73%
5/31/2022,101.566,101.17,101.975,101.17,0.49K,0.48%
5/30/2022,101.08,101.51,101.555,101.075,0.72K,-0.42%
5/27/2022,101.503,101.58,101.72,101.255,0.41K,-0.16%
5/26/2022,101.668,101.86,102.09,101.6,0.59K,-0.21%
5/25/2022,101.882,101.565,102.265,101.54,0.52K,0.22%
5/24/2022,101.66,101.925,102.15,101.465,0.78K,-0.25%
5/23/2022,101.912,102.86,102.86,101.875,0.60K,-1.06%
5/20/2022,103.008,102.72,103.13,102.68,0.31K,0.42%
5/19/2022,102.581,103.68,103.68,102.545,0.28K,-1.06%
5/18/2022,103.682,103.04,103.75,103.04,0.18K,0.48%
5/17/2022,103.182,104,104.04,103.065,0.21K,-0.81%
5/16/2022,104.02,104.395,104.415,104,0.12K,-0.36%
5/13/2022,104.396,104.575,104.8,104.32,0.07K,-0.27%
5/12/2022,104.682,103.8,104.73,103.78,0.07K,0.99%
5/11/2022,103.654,103.955,104.15,103.405,-,-0.10%
5/10/2022,103.753,103.55,103.795,103.305,0.06K,0.24%
5/9/2022,103.504,103.635,104.015,103.285,0.05K,0.01%
5/6/2022,103.489,103.375,103.84,103.1,0.06K,-0.07%
5/5/2022,103.562,102.405,103.71,102.215,0.18K,1.18%
5/4/2022,102.354,103.24,103.29,102.305,0.07K,-0.84%
5/3/2022,103.226,103.24,103.285,102.9,0.06K,-0.29%
5/2/2022,103.526,102.925,103.5,102.88,0.04K,0.80%
4/29/2022,102.708,103.395,103.395,102.665,0.12K,-0.66%
4/28/2022,103.389,102.8,103.64,102.8,0.07K,0.68%
4/27/2022,102.693,102.07,103,102.01,0.08K,0.61%
4/26/2022,102.073,101.25,102.12,101.23,0.04K,0.57%
4/25/2022,101.494,100.935,101.525,100.89,0.03K,0.55%
4/22/2022,100.938,100.3,101.01,100.275,0.10K,0.60%
4/21/2022,100.339,100.16,100.335,99.59,0.04K,0.20%
4/20/2022,100.142,100.72,100.72,99.94,0.06K,-0.55%
4/19/2022,100.694,100.635,100.745,100.49,0.02K,0.19%
4/18/2022,100.506,100.355,100.575,100.155,0.03K,0.44%
4/14/2022,100.061,99.665,100.43,99.32,0.05K,0.40%
4/13/2022,99.663,100.17,100.215,99.575,0.02K,-0.38%
4/12/2022,100.042,99.795,99.895,99.66,0.01K,0.38%
4/11/2022,99.664,99.57,99.76,99.5,0.02K,0.17%
4/8/2022,99.49,99.6,99.93,99.51,0.04K,-0.02%
4/7/2022,99.505,99.355,99.54,99.35,0.01K,0.19%
4/6/2022,99.32,99.31,99.5,99.14,0.04K,0.15%
4/5/2022,99.173,98.66,99.255,98.625,0.02K,0.45%
4/4/2022,98.729,98.23,98.655,98.23,0.01K,0.36%
4/1/2022,98.377,98.18,98.4,98.135,0.01K,0.27%
3/31/2022,98.115,97.6,98.18,97.6,0.03K,0.50%
3/30/2022,97.63,97.88,97.88,97.5,0.03K,-0.58%
3/29/2022,98.196,98.84,98.98,97.82,0.01K,-0.62%
3/28/2022,98.81,98.87,99,98.8,0.01K,0.23%
3/25/2022,98.582,98.74,98.865,98.42,11.83K,0.02%
3/24/2022,98.565,98.67,98.67,98.55,0.00K,0.19%
3/23/2022,98.38,98.63,98.63,98.595,0.00K,0.08%
3/22/2022,98.298,98.59,98.705,98.28,0.02K,0.01%
3/21/2022,98.284,98.155,98.17,98,0.01K,0.26%
3/18/2022,98.027,97.705,98.06,97.705,0.00K,0.27%
3/17/2022,97.765,98.205,98.225,97.535,0.09K,-0.64%
3/16/2022,98.396,98.6,98.835,98.16,0.07K,-0.49%
3/15/2022,98.884,98.825,98.875,98.54,0.04K,-0.14%
3/14/2022,99.024,99.075,99.3,98.705,15.68K,-0.16%
3/11/2022,99.183,98.54,99.195,98.285,29.43K,0.64%
3/10/2022,98.557,98.17,98.625,97.785,30.75K,0.50%
3/9/2022,98.069,99.22,99.27,97.965,25.00K,-1.21%
3/8/2022,99.27,99.39,99.47,98.89,15.09K,-0.17%
3/7/2022,99.436,98.605,99.455,98.605,13.32K,0.78%
3/4/2022,98.671,98.035,98.91,97.865,1.85K,0.90%
3/3/2022,97.793,97.475,97.935,97.455,0.85K,0.40%
3/2/2022,97.404,97.35,97.82,97.29,1.34K,0.03%
3/1/2022,97.374,96.73,97.535,96.575,1.31K,0.78%
2/28/2022,96.619,97.3,97.315,96.54,0.67K,0.08%
2/25/2022,96.544,96.9,97.15,96.45,0.92K,-0.51%
2/24/2022,97.043,96.26,97.65,96.2,1.25K,0.98%
2/23/2022,96.098,95.925,96.15,95.775,0.42K,0.17%
2/22/2022,95.936,96,96.165,95.79,0.36K,-0.03%
2/21/2022,95.96,96.09,96.09,95.595,0.65K,0.01%
2/18/2022,95.952,95.78,96.08,95.66,0.17K,0.24%
2/17/2022,95.723,95.74,96,95.62,0.65K,0.10%
2/16/2022,95.627,95.94,95.965,95.6,0.36K,-0.31%
2/15/2022,95.923,96.125,96.205,95.88,0.67K,-0.38%
2/14/2022,96.291,95.94,96.35,95.87,0.44K,0.31%
2/11/2022,95.998,95.8,96.045,95.6,0.69K,0.57%
2/10/2022,95.458,95.53,95.9,95.085,0.45K,0.04%
2/9/2022,95.424,95.495,95.57,95.31,0.09K,-0.15%
2/8/2022,95.566,95.335,95.65,95.315,0.13K,0.25%
2/7/2022,95.327,95.355,95.54,95.295,0.24K,-0.09%
2/4/2022,95.41,95.25,95.6,95.1,0.41K,0.09%
2/3/2022,95.324,95.995,96.15,95.235,0.59K,-0.55%
2/2/2022,95.855,96.165,96.215,95.75,0.18K,-0.47%
2/1/2022,96.305,96.6,96.6,96.15,0.51K,-0.16%
1/31/2022,96.462,97.12,97.165,96.445,0.25K,-0.73%
1/28/2022,97.176,97.12,97.3,96.975,0.13K,0.02%
1/27/2022,97.157,96.48,97.2,96.475,0.52K,0.85%
1/26/2022,96.335,95.895,96.445,95.84,0.11K,0.49%
1/25/2022,95.863,95.91,96.18,95.88,0.07K,0.03%
1/24/2022,95.836,95.62,96.05,95.615,0.11K,0.28%
1/21/2022,95.566,95.735,95.735,95.46,0.28K,-0.09%
1/20/2022,95.655,95.44,95.75,95.38,0.08K,0.23%
1/19/2022,95.44,95.685,95.72,95.43,0.03K,-0.23%
1/18/2022,95.658,95.115,95.735,95.07,0.09K,0.58%
1/17/2022,95.106,95.13,95.26,94.98,0.09K,0.00%
1/14/2022,95.106,94.75,95.155,94.58,0.15K,0.41%
1/13/2022,94.715,94.92,94.945,94.615,0.06K,-0.14%
1/12/2022,94.846,95.53,95.61,94.85,0.18K,-0.75%
1/11/2022,95.565,95.88,95.915,95.565,0.05K,-0.39%
1/10/2022,95.935,95.75,96.13,95.73,0.05K,0.27%
1/7/2022,95.672,96.185,96.19,95.7,0.11K,-0.63%
1/6/2022,96.281,96.12,96.305,96.1,0.04K,0.16%
1/5/2022,96.127,96.1,96.165,95.86,0.07K,-0.11%
1/4/2022,96.229,96.205,96.375,96.005,0.04K,0.07%
1/3/2022,96.166,95.715,96.235,95.7,0.06K,0.64%
12/31/2021,95.553,95.915,96,95.565,0.06K,-0.38%
12/30/2021,95.919,95.865,96.16,95.86,0.05K,0.03%
12/29/2021,95.886,96.115,96.31,95.685,0.07K,-0.29%
12/28/2021,96.168,96.06,96.175,95.98,0.05K,0.12%
12/27/2021,96.051,96.085,96.17,96.02,0.03K,0.10%
12/23/2021,95.955,96.035,96.135,95.935,0.02K,-0.09%
12/22/2021,96.039,96.38,96.525,95.99,0.04K,-0.43%
12/21/2021,96.454,96.42,96.53,96.345,0.02K,-0.06%
12/20/2021,96.515,96.585,96.6,96.3,0.02K,0.00%
12/17/2021,96.513,95.93,96.6,95.88,0.02K,0.56%
12/16/2021,95.98,96.375,96.375,95.84,0.25K,-0.50%
12/15/2021,96.467,96.48,96.8,96.255,0.04K,-0.05%
12/14/2021,96.513,96.33,96.515,96.09,0.07K,0.25%
12/13/2021,96.272,96.085,96.42,96.025,10.94K,0.21%
12/10/2021,96.074,96.235,96.415,95.95,18.92K,-0.16%
12/9/2021,96.232,95.965,96.325,95.945,20.25K,0.38%
12/8/2021,95.865,96.26,96.36,95.815,22.87K,-0.50%
12/7/2021,96.345,96.26,96.565,96.15,12.52K,0.04%
12/6/2021,96.305,96.15,96.405,96.095,13.94K,0.24%
12/3/2021,96.074,96.1,96.4,95.9,1.88K,-0.04%
12/2/2021,96.108,96,96.115,95.775,0.96K,0.15%
12/1/2021,95.964,95.91,96.045,95.61,0.99K,0.03%
11/30/2021,95.937,96.165,96.565,95.5,0.93K,-0.34%
11/29/2021,96.268,96.15,96.37,96.08,0.86K,0.24%
11/26/2021,96.034,96.65,96.685,95.945,1.13K,-0.79%
11/25/2021,96.802,96.71,96.72,96.6,0.20K,0.00%
11/24/2021,96.802,96.51,96.845,96.37,0.29K,0.39%
11/23/2021,96.424,96.375,96.53,96.26,0.35K,-0.05%
11/22/2021,96.474,96,96.48,95.99,1.00K,0.54%
11/19/2021,95.958,95.53,96.145,95.525,0.20K,0.50%
11/18/2021,95.477,95.71,95.765,95.46,0.23K,-0.30%
11/17/2021,95.764,95.8,96.17,95.695,0.38K,-0.09%
11/16/2021,95.851,95.39,95.9,95.36,0.15K,0.54%
11/15/2021,95.34,95.06,95.475,94.915,0.12K,0.29%
11/12/2021,95.063,95.185,95.2,94.945,0.14K,-0.05%
11/11/2021,95.115,94.865,95.14,94.765,0.31K,0.36%
11/10/2021,94.773,93.945,94.835,93.935,0.36K,0.93%
11/9/2021,93.896,94,94.1,93.81,0.35K,-0.09%
11/8/2021,93.982,94.295,94.373,93.983,-,-0.29%
11/5/2021,94.252,94.285,94.56,94.115,0.21K,-0.03%
11/4/2021,94.281,93.755,94.4,93.755,0.12K,0.51%
11/3/2021,93.803,94.06,94.155,93.765,0.10K,-0.24%
11/2/2021,94.024,93.87,94.06,93.78,0.06K,0.21%
11/1/2021,93.824,94.06,94.195,93.815,0.28K,-0.25%
10/29/2021,94.061,93.28,94.225,93.265,0.56K,0.85%
10/28/2021,93.266,93.805,93.89,93.2,0.23K,-0.51%
10/27/2021,93.743,93.83,93.915,93.65,0.16K,-0.14%
10/26/2021,93.876,93.81,93.95,93.64,0.15K,0.13%
10/25/2021,93.754,93.61,93.895,93.415,0.09K,0.19%
10/22/2021,93.575,93.69,93.705,93.48,0.04K,-0.14%
10/21/2021,93.708,93.57,93.72,93.44,0.05K,0.24%
10/20/2021,93.485,93.735,93.8,93.495,0.07K,-0.21%
10/19/2021,93.678,93.83,93.84,93.445,0.24K,-0.23%
10/18/2021,93.89,93.895,94.125,93.855,0.05K,0.01%
10/15/2021,93.883,93.865,94.015,93.865,0.03K,-0.03%
10/14/2021,93.911,93.97,94.01,93.7,0.11K,-0.12%
10/13/2021,94.025,94.415,94.415,93.96,0.08K,-0.46%
10/12/2021,94.464,94.36,94.5,94.2,0.14K,0.20%
10/11/2021,94.271,94.03,94.335,94.03,0.03K,0.27%
10/8/2021,94.014,94.2,94.26,93.905,0.29K,-0.16%
10/7/2021,94.161,94.185,94.21,94.05,0.08K,-0.06%
10/6/2021,94.222,93.95,94.4,93.95,0.17K,0.33%
10/5/2021,93.912,93.85,93.985,93.825,0.04K,0.20%
10/4/2021,93.725,93.94,94.055,93.62,0.06K,-0.28%
10/1/2021,93.987,94.26,94.265,93.95,0.07K,-0.20%
9/30/2021,94.18,94.265,94.435,94.13,0.32K,-0.12%
9/29/2021,94.293,93.72,94.345,93.62,0.44K,0.62%
9/28/2021,93.71,93.35,93.735,93.35,0.61K,0.42%
9/27/2021,93.321,93.175,93.4,93.135,0.03K,0.05%
9/24/2021,93.275,93.09,93.34,93.09,0.02K,0.33%
9/23/2021,92.97,93.42,93.45,92.935,0.09K,-0.45%
9/22/2021,93.39,93.145,93.445,93,0.07K,0.26%
9/21/2021,93.145,93.175,93.175,93,0.03K,-0.06%
9/20/2021,93.201,93.27,93.35,93.16,0.02K,0.09%
9/17/2021,93.121,92.785,93.14,92.73,0.02K,0.28%
9/16/2021,92.859,92.575,92.89,92.575,0.09K,0.42%
9/15/2021,92.474,92.585,92.59,92.39,0.02K,-0.08%
9/14/2021,92.549,92.56,92.59,92.24,0.08K,-0.11%
9/13/2021,92.65,92.6,92.88,92.55,19.90K,0.08%
9/10/2021,92.574,92.515,92.65,92.315,21.09K,0.11%
9/9/2021,92.474,92.685,92.765,92.365,31.99K,-0.18%
9/8/2021,92.644,92.55,92.85,92.47,14.37K,0.15%
9/7/2021,92.509,92.165,92.575,92.1,17.59K,0.53%
9/6/2021,92.019,92.1,92.305,92.1,2.02K,0.00%
9/3/2021,92.019,92.225,92.255,91.935,5.95K,-0.23%
9/2/2021,92.233,92.51,92.54,92.2,1.40K,-0.24%
9/1/2021,92.454,92.665,92.79,92.38,1.13K,-0.20%
8/31/2021,92.635,92.7,92.75,92.41,1.30K,-0.02%
8/30/2021,92.657,92.71,92.785,92.605,0.49K,-0.04%
8/27/2021,92.695,93.08,93.18,92.63,1.83K,-0.40%
8/26/2021,93.068,92.82,93.075,92.805,0.49K,0.27%
8/25/2021,92.82,92.9,93.11,92.81,0.47K,-0.07%
8/24/2021,92.886,93,93.07,92.8,0.56K,-0.07%
8/23/2021,92.951,93.45,93.505,92.95,0.76K,-0.58%
8/20/2021,93.493,93.585,93.71,93.44,0.33K,-0.08%
8/19/2021,93.568,93.22,93.575,93.22,0.61K,0.48%
8/18/2021,93.124,93.13,93.25,92.96,0.39K,0.00%
8/17/2021,93.12,92.61,93.14,92.61,0.22K,0.56%
8/16/2021,92.599,92.49,92.635,92.46,0.19K,0.11%
8/13/2021,92.501,92.97,92.98,92.45,0.50K,-0.55%
8/12/2021,93.013,92.89,93.01,92.83,0.16K,0.12%
8/11/2021,92.898,93.065,93.175,92.8,0.32K,-0.14%
8/10/2021,93.025,92.96,93.105,92.92,0.45K,0.12%
8/9/2021,92.915,92.805,92.975,92.7,0.17K,0.15%
8/6/2021,92.78,92.27,92.825,92.255,0.20K,0.59%
8/5/2021,92.239,92.28,92.315,92.115,0.17K,-0.02%
8/4/2021,92.259,92.075,92.295,91.8,0.29K,0.21%
8/3/2021,92.063,92.045,92.125,91.9,0.14K,0.02%
8/2/2021,92.04,92.1,92.145,91.9,0.33K,-0.14%
7/30/2021,92.168,91.88,92.17,91.775,0.16K,0.35%
7/29/2021,91.851,92.24,92.27,91.84,0.71K,-0.48%
7/28/2021,92.292,92.46,92.7,92.22,0.31K,-0.13%
7/27/2021,92.411,92.545,92.825,92.305,0.28K,-0.24%
7/26/2021,92.631,92.88,92.915,92.53,0.47K,-0.30%
7/23/2021,92.908,92.8,93,92.76,0.26K,0.11%
7/22/2021,92.81,92.785,92.885,92.495,0.53K,0.07%
7/21/2021,92.745,92.97,93.16,92.71,0.43K,-0.23%
7/20/2021,92.959,92.83,93.16,92.81,0.40K,0.09%
7/19/2021,92.88,92.69,93.01,92.615,0.46K,0.23%
7/16/2021,92.667,92.545,92.74,92.525,0.10K,0.07%
7/15/2021,92.606,92.385,92.65,92.285,0.12K,0.24%
7/14/2021,92.385,92.765,92.775,92.335,0.15K,-0.38%
7/13/2021,92.734,92.195,92.79,92.195,0.11K,0.54%
7/12/2021,92.236,92.12,92.37,92.075,0.06K,0.14%
7/9/2021,92.103,92.37,92.465,92.08,0.10K,-0.32%
7/8/2021,92.395,92.7,92.76,92.245,0.17K,-0.25%
7/7/2021,92.625,92.515,92.82,92.47,0.12K,0.12%
7/6/2021,92.518,92.23,92.64,91.985,0.18K,0.14%
7/5/2021,92.393,92.235,92.32,92.135,0.10K,0.00%
7/2/2021,92.393,92.53,92.695,92.17,0.20K,-0.21%
7/1/2021,92.583,92.33,92.585,92.25,0.13K,0.18%
6/30/2021,92.421,92,92.415,91.99,0.05K,0.43%
6/29/2021,92.021,91.855,92.165,91.855,0.11K,0.18%
6/28/2021,91.856,91.735,91.975,91.675,0.14K,0.03%
6/25/2021,91.829,91.735,91.78,91.5,0.05K,0.05%
6/24/2021,91.78,91.765,91.825,91.65,0.04K,0.01%
6/23/2021,91.77,91.72,91.835,91.5,0.16K,0.04%
6/22/2021,91.731,91.925,92.095,91.65,0.08K,-0.14%
6/21/2021,91.861,92.225,92.315,91.83,0.17K,-0.36%
6/18/2021,92.189,91.88,92.345,91.785,0.16K,0.37%
6/17/2021,91.848,91.38,91.95,91.28,0.24K,0.73%
6/16/2021,91.182,90.48,91.28,90.42,0.24K,0.77%
6/15/2021,90.487,90.465,90.665,90.32,0.12K,0.00%
6/14/2021,90.488,90.49,90.57,90.37,10.27K,-0.04%
6/11/2021,90.527,90.04,90.58,89.915,24.18K,0.55%
6/10/2021,90.031,90.1,90.275,89.935,31.17K,-0.07%
6/9/2021,90.093,90.095,90.135,89.795,13.78K,0.07%
6/8/2021,90.031,89.945,90.135,89.92,10.65K,0.13%
6/7/2021,89.914,90.17,90.305,89.88,17.38K,-0.25%
6/4/2021,90.14,90.51,90.625,90.03,1.98K,-0.40%
6/3/2021,90.505,89.92,90.555,89.89,1.83K,0.67%
6/2/2021,89.906,89.885,90.24,89.855,1.32K,0.10%
6/1/2021,89.815,89.8,89.92,89.65,0.96K,-0.20%
5/31/2021,89.998,90.01,90.115,89.8,0.42K,0.00%
5/28/2021,89.998,90.03,90.43,89.975,0.71K,0.04%
5/27/2021,89.959,90.1,90.175,89.9,0.53K,-0.08%
5/26/2021,90.03,89.66,90.1,89.575,0.32K,0.44%
5/25/2021,89.633,89.8,89.835,89.545,0.64K,-0.24%
5/24/2021,89.853,89.975,90.065,89.785,0.18K,-0.18%
5/21/2021,90.013,89.75,90.155,89.645,0.31K,0.23%
5/20/2021,89.805,90.23,90.235,89.76,0.25K,-0.44%
5/19/2021,90.201,89.795,90.28,89.69,0.48K,0.50%
5/18/2021,89.749,90.18,90.185,89.695,0.62K,-0.45%
5/17/2021,90.152,90.35,90.4,90.13,0.35K,-0.20%
5/14/2021,90.337,90.805,90.805,90.28,0.41K,-0.46%
5/13/2021,90.75,90.725,90.91,90.57,1.07K,0.09%
5/12/2021,90.671,90.26,90.82,90.135,1.05K,0.62%
5/11/2021,90.109,90.26,90.3,89.93,0.38K,-0.07%
5/10/2021,90.17,90.155,90.3,90.005,0.35K,-0.03%
5/7/2021,90.201,90.82,90.925,90.165,0.38K,-0.78%
5/6/2021,90.911,91.235,91.325,90.85,0.18K,-0.39%
5/5/2021,91.263,91.245,91.41,91.145,0.09K,0.02%
5/4/2021,91.247,90.995,91.325,90.99,0.18K,0.38%
5/3/2021,90.905,91.245,91.325,90.835,0.24K,-0.37%
4/30/2021,91.244,90.58,91.275,90.565,0.24K,0.74%
4/29/2021,90.573,90.51,90.7,90.4,0.13K,0.00%
4/28/2021,90.573,90.96,91.07,90.53,0.09K,-0.33%
4/27/2021,90.872,90.845,91,90.77,0.06K,0.12%
4/26/2021,90.76,90.8,90.895,90.65,0.22K,-0.08%
4/23/2021,90.829,91.195,91.2,90.785,0.12K,-0.52%
4/22/2021,91.306,91.06,91.35,90.97,0.22K,0.21%
4/21/2021,91.118,91.2,91.395,91.055,0.12K,-0.10%
4/20/2021,91.212,91.02,91.2,90.85,0.37K,0.19%
4/19/2021,91.04,91.57,91.7,91.02,0.39K,-0.53%
4/16/2021,91.529,91.715,91.77,91.475,0.11K,-0.08%
4/15/2021,91.603,91.615,91.725,91.485,0.15K,-0.07%
4/14/2021,91.664,91.76,91.78,91.58,0.09K,-0.19%
4/13/2021,91.834,92.155,92.36,91.78,0.21K,-0.32%
4/12/2021,92.129,92.215,92.32,92,0.11K,-0.02%
4/9/2021,92.15,92.065,92.385,92.055,0.09K,0.10%
4/8/2021,92.054,92.415,92.455,92,0.10K,-0.44%
4/7/2021,92.457,92.335,92.385,92.165,0.08K,0.13%
4/6/2021,92.333,92.53,92.75,92.29,0.11K,-0.27%
4/5/2021,92.585,92.96,93.09,92.55,0.23K,-0.48%
4/2/2021,93.036,92.88,93.055,92.845,0.04K,0.11%
4/1/2021,92.932,93.19,93.325,92.88,0.14K,-0.31%
3/31/2021,93.221,93.275,93.43,93,0.16K,-0.09%
3/30/2021,93.301,92.885,93.335,92.885,0.10K,0.39%
3/29/2021,92.936,92.77,92.935,92.73,0.07K,0.20%
3/26/2021,92.755,92.835,92.835,92.65,0.10K,-0.05%
3/25/2021,92.806,92.605,92.89,92.515,0.11K,0.32%
3/24/2021,92.51,92.4,92.6,92.33,0.11K,0.20%
3/23/2021,92.328,91.8,92.335,91.8,0.14K,0.66%
3/22/2021,91.721,92.065,92.125,91.69,0.18K,-0.20%
3/19/2021,91.905,91.905,92.12,91.69,0.15K,0.07%
3/18/2021,91.845,91.33,91.9,91.29,0.19K,0.47%
3/17/2021,91.413,91.91,91.965,91.35,0.17K,-0.49%
3/16/2021,91.86,91.82,92.005,91.675,0.10K,0.03%
3/15/2021,91.832,91.655,91.97,91.54,28.21K,0.17%
3/12/2021,91.677,91.42,91.96,91.38,29.37K,0.29%
3/11/2021,91.415,91.85,91.895,91.34,42.13K,-0.45%
3/10/2021,91.828,92.01,92.26,91.775,17.66K,-0.14%
3/9/2021,91.96,92.43,92.53,91.915,10.35K,-0.42%
3/8/2021,92.344,91.9,92.455,91.85,7.41K,0.39%
3/5/2021,91.989,91.69,92.21,91.63,5.90K,0.40%
3/4/2021,91.624,91.015,91.675,90.98,1.55K,0.77%
3/3/2021,90.927,90.8,91.06,90.62,1.44K,0.16%
3/2/2021,90.78,91.075,91.39,90.725,1.76K,-0.26%
3/1/2021,91.018,90.925,91.125,90.7,2.07K,0.17%
2/26/2021,90.862,90.32,90.955,90.13,1.15K,0.82%
2/25/2021,90.12,90.085,90.275,89.655,2.52K,-0.03%
2/24/2021,90.145,90.055,90.415,89.945,0.58K,0.00%
2/23/2021,90.142,89.985,90.215,89.905,0.35K,0.18%
2/22/2021,89.979,90.33,90.55,89.965,0.46K,-0.40%
2/19/2021,90.343,90.53,90.63,90.17,0.49K,-0.25%
2/18/2021,90.57,90.85,90.965,90.51,0.34K,-0.38%
2/17/2021,90.919,90.7,91.02,90.6,0.28K,0.49%
2/16/2021,90.473,90.275,90.6,90.08,0.30K,0.04%
2/15/2021,90.435,90.3,90.37,90.24,0.05K,0.00%
2/12/2021,90.435,90.415,90.68,90.34,0.15K,0.06%
2/11/2021,90.378,90.415,90.425,90.215,0.11K,0.06%
2/10/2021,90.328,90.45,90.49,90.21,0.21K,-0.08%
2/9/2021,90.399,90.875,90.875,90.385,0.26K,-0.54%
2/8/2021,90.894,90.93,91.185,90.845,0.55K,-0.12%
2/5/2021,91.007,91.485,91.57,90.95,0.36K,-0.53%
2/4/2021,91.495,91.075,91.55,91.07,0.21K,0.41%
2/3/2021,91.123,91,91.25,90.955,0.17K,-0.04%
2/2/2021,91.155,90.965,91.26,90.795,0.23K,0.24%
2/1/2021,90.94,90.575,91.02,90.465,0.17K,0.44%
1/29/2021,90.54,90.61,90.725,90.32,0.21K,0.15%
1/28/2021,90.402,90.735,90.795,90.37,0.19K,-0.22%
1/27/2021,90.605,90.14,90.83,90.1,0.18K,0.54%
1/26/2021,90.118,90.305,90.525,90.07,0.10K,-0.25%
1/25/2021,90.343,90.215,90.475,90.04,0.11K,0.18%
1/22/2021,90.182,90.065,90.27,90.045,0.23K,0.09%
1/21/2021,90.097,90.275,90.315,90.015,0.17K,-0.38%
1/20/2021,90.439,90.388,90.69,90.248,-,-0.01%
1/19/2021,90.446,90.68,90.725,90.385,0.26K,-0.31%
1/18/2021,90.727,90.675,90.91,90.675,0.09K,0.00%
1/15/2021,90.727,90.2,90.75,90.2,0.21K,0.60%
1/14/2021,90.189,90.225,90.52,90.065,0.14K,-0.14%
1/13/2021,90.314,89.98,90.4,89.88,0.14K,0.30%
1/12/2021,90.044,90.445,90.55,89.99,0.15K,-0.42%
1/11/2021,90.422,90.205,90.67,90.17,0.18K,0.42%
1/8/2021,90.048,89.855,90.145,89.62,0.29K,0.31%
1/7/2021,89.771,89.345,89.9,89.345,0.13K,0.32%
1/6/2021,89.482,89.36,89.75,89.155,0.12K,0.10%
1/5/2021,89.389,89.79,89.79,89.375,0.09K,-0.48%
1/4/2021,89.819,89.735,89.89,89.38,0.13K,-0.04%
12/31/2020,89.859,89.5,89.93,89.5,0.09K,0.27%
12/30/2020,89.614,89.868,89.9,89.515,-,-0.30%
