Date,Price,Open,High,Low,Vol.,Change %
3/25/2024,103.934,104.165,104.19,103.84,15.04K,-0.23%
3/22/2024,104.177,103.665,104.2,103.605,19.17K,0.49%
3/21/2024,103.666,102.92,103.74,102.83,21.30K,0.60%
3/20/2024,103.046,103.53,103.81,103.03,21.29K,-0.42%
3/19/2024,103.484,103.22,103.71,103.21,12.88K,0.02%
3/18/2024,103.461,103.455,103.475,103.375,0.01K,0.05%
3/15/2024,103.414,103.37,103.48,103.3,4.70K,0.07%
3/14/2024,103.342,102.745,103.385,102.725,18.03K,0.56%
3/13/2024,102.766,102.92,103,102.645,18.10K,-0.16%
3/12/2024,102.934,102.77,103.315,102.7,15.46K,0.08%
3/11/2024,102.852,102.71,102.915,102.61,19.04K,0.16%
3/8/2024,102.688,102.735,102.865,102.3,20.51K,-0.08%
3/7/2024,102.772,103.255,103.325,102.76,19.52K,-0.53%
3/6/2024,103.321,103.785,103.845,103.15,20.16K,-0.42%
3/5/2024,103.753,103.78,103.9,103.52,13.60K,-0.02%
3/4/2024,103.778,103.795,103.915,103.675,11.54K,-0.02%
3/1/2024,103.799,104.06,104.24,103.78,16.88K,-0.29%
2/29/2024,104.098,103.89,104.145,103.595,18.00K,0.19%
2/28/2024,103.904,103.75,104.17,103.75,12.25K,0.14%
2/27/2024,103.759,103.715,103.86,103.54,9.01K,0.01%
2/26/2024,103.751,103.89,103.95,103.63,9.87K,-0.10%
2/23/2024,103.859,103.885,103.975,103.69,8.63K,-0.02%
2/22/2024,103.875,103.85,104.06,103.115,15.40K,-0.04%
2/21/2024,103.912,103.95,104.125,103.845,8.82K,-0.06%
2/20/2024,103.978,104.25,104.32,103.69,15.48K,-0.20%
2/19/2024,104.182,104.17,104.275,104.04,4.98K,0.00%
2/16/2024,104.182,104.24,104.58,104.065,13.55K,-0.02%
2/15/2024,104.2,104.555,104.625,104.08,14.85K,-0.39%
2/14/2024,104.612,104.75,104.875,104.545,12.32K,-0.23%
2/13/2024,104.85,104.02,104.855,103.365,22.57K,0.77%
2/12/2024,104.047,103.975,104.15,103.765,9.48K,0.05%
2/9/2024,103.993,104.045,104.135,103.83,9.46K,-0.04%
2/8/2024,104.037,103.885,104.3,103.835,11.24K,0.12%
2/7/2024,103.917,103.995,104.025,103.805,11.26K,-0.15%
2/6/2024,104.068,104.295,104.45,103.995,15.24K,-0.24%
2/5/2024,104.319,103.91,104.465,103.84,20.76K,0.52%
2/2/2024,103.781,102.895,103.895,102.735,31.48K,0.88%
2/1/2024,102.872,103.38,103.655,102.84,23.80K,-0.21%
1/31/2024,103.089,103.25,103.565,102.755,25.38K,-0.12%
1/30/2024,103.215,103.18,103.435,102.97,9.41K,-0.20%
1/29/2024,103.421,103.305,103.64,103.215,12.27K,0.18%
1/26/2024,103.234,103.345,103.535,102.935,14.22K,-0.13%
1/25/2024,103.37,103.14,103.485,102.915,15.26K,0.32%
1/24/2024,103.039,103.305,103.34,102.555,20.41K,-0.35%
1/23/2024,103.402,103.14,103.605,102.78,13.81K,0.28%
1/22/2024,103.118,103.035,103.16,102.9,8.96K,0.05%
1/19/2024,103.069,103.14,103.325,103.01,9.61K,-0.24%
1/18/2024,103.312,103.065,103.405,102.925,12.41K,0.10%
1/17/2024,103.206,103.07,103.45,103.025,14.75K,0.09%
1/16/2024,103.112,102.56,103.175,102.495,21.05K,0.94%
1/15/2024,102.151,102.205,102.41,102.055,5.42K,0.00%
1/12/2024,102.151,102.035,102.32,101.815,15.34K,0.12%
1/11/2024,102.024,102.04,102.51,101.775,18.69K,-0.05%
1/10/2024,102.08,102.23,102.36,102.06,9.35K,-0.20%
1/9/2024,102.284,101.935,102.385,101.835,12.11K,0.35%
1/8/2024,101.928,102.17,102.34,101.785,11.74K,-0.20%
1/5/2024,102.129,102.11,102.83,101.615,18.72K,-0.01%
1/4/2024,102.135,102.165,102.245,101.865,10.80K,-0.06%
1/3/2024,102.195,101.845,102.42,101.77,11.86K,0.30%
1/2/2024,101.891,101.065,101.94,101.03,14.74K,0.85%
12/29/2023,101.029,100.865,101.115,100.75,12.08K,0.11%
12/28/2023,100.913,100.565,100.985,100.32,12.28K,0.26%
12/27/2023,100.654,101.185,101.215,100.495,9.39K,-0.45%
12/26/2023,101.104,101.31,101.41,101.095,5.10K,-0.23%
12/22/2023,101.338,101.425,101.54,101.075,8.93K,-0.14%
12/21/2023,101.478,101.99,102.095,101.375,10.66K,-0.55%
12/20/2023,102.04,101.815,102.17,101.785,9.51K,0.24%
12/19/2023,101.796,102.105,102.26,101.68,11.34K,-0.72%
12/18/2023,102.536,102.55,102.55,102.55,0.01K,-0.01%
12/15/2023,102.548,102.035,102.645,101.85,7.59K,0.60%
12/14/2023,101.94,102.74,102.79,101.765,19.30K,-0.88%
12/13/2023,102.848,103.79,104.01,102.74,26.93K,-0.95%
12/12/2023,103.839,104.005,104.075,103.445,12.44K,-0.22%
12/11/2023,104.064,103.965,104.235,103.905,12.76K,0.08%
12/8/2023,103.983,103.5,104.265,103.41,17.52K,0.46%
12/7/2023,103.504,104.11,104.17,103.215,19.23K,-0.58%
12/6/2023,104.108,103.895,104.19,103.825,10.10K,0.11%
12/5/2023,103.995,103.525,104.04,103.495,15.73K,0.34%
12/4/2023,103.647,103.115,103.8,102.98,15.89K,0.43%
12/1/2023,103.2,103.29,103.665,103.05,16.31K,-0.22%
11/30/2023,103.428,102.66,103.52,102.65,18.87K,0.73%
11/29/2023,102.676,102.495,102.93,102.38,16.04K,0.03%
11/28/2023,102.649,103.045,103.225,102.515,17.21K,-0.44%
11/27/2023,103.105,103.315,103.44,103.06,11.78K,-0.19%
11/24/2023,103.304,103.63,103.745,103.255,9.24K,-0.50%
11/23/2023,103.825,103.74,103.78,103.43,6.69K,0.00%
11/22/2023,103.825,103.435,104.115,103.375,18.38K,0.36%
11/21/2023,103.449,103.31,103.6,103.07,15.21K,0.13%
11/20/2023,103.317,103.71,103.855,103.255,14.12K,-0.46%
11/17/2023,103.795,104.25,104.425,103.68,15.85K,-0.42%
11/16/2023,104.233,104.225,104.44,103.88,15.83K,-0.03%
11/15/2023,104.265,104.045,104.37,103.81,20.71K,0.34%
11/14/2023,103.907,105.54,105.765,103.84,31.00K,-1.51%
11/13/2023,105.503,105.635,105.82,105.445,10.16K,-0.21%
11/10/2023,105.725,105.76,105.96,105.595,10.68K,-0.05%
11/9/2023,105.78,105.43,105.83,105.24,16.14K,0.31%
11/8/2023,105.448,105.44,105.715,105.295,11.93K,0.07%
11/7/2023,105.373,105.13,105.61,105.13,14.56K,0.31%
11/6/2023,105.046,104.915,105.12,104.69,13.61K,0.18%
11/3/2023,104.859,106.045,106.075,104.78,26.33K,-1.05%
11/2/2023,105.977,106.335,106.335,105.65,16.20K,-0.69%
11/1/2023,106.715,106.53,106.985,106.45,21.85K,0.21%
10/31/2023,106.494,105.995,106.69,105.725,18.45K,0.53%
10/30/2023,105.934,106.38,106.53,105.875,13.06K,-0.42%
10/27/2023,106.38,106.42,106.625,106.135,15.80K,-0.04%
10/26/2023,106.422,106.4,106.78,106.36,16.60K,0.07%
10/25/2023,106.352,106.05,106.395,105.965,11.87K,0.26%
10/24/2023,106.08,105.395,106.135,105.155,19.12K,0.71%
10/23/2023,105.334,105.985,106.15,105.315,15.88K,-0.62%
10/20/2023,105.988,106.03,106.23,105.885,10.75K,-0.05%
10/19/2023,106.046,106.37,106.485,105.745,17.78K,-0.29%
10/18/2023,106.354,106.02,106.435,105.805,13.44K,0.29%
10/17/2023,106.046,106.04,106.315,105.81,16.45K,0.01%
10/16/2023,106.034,106.405,106.415,105.975,14.01K,-0.38%
10/13/2023,106.434,106.29,106.565,106.06,13.28K,0.06%
10/12/2023,106.367,105.445,106.375,105.29,15.23K,0.76%
10/11/2023,105.569,105.505,105.765,105.305,15.34K,0.01%
10/10/2023,105.557,105.715,105.99,105.41,14.80K,-0.24%
10/9/2023,105.811,106.005,106.34,105.76,14.45K,0.03%
10/6/2023,105.784,106.1,106.705,105.68,22.17K,-0.26%
10/5/2023,106.065,106.525,106.61,106.05,16.18K,-0.44%
10/4/2023,106.53,106.81,106.97,106.245,16.09K,-0.18%
10/3/2023,106.719,106.71,107.05,106.51,21.66K,0.11%
10/2/2023,106.606,105.88,106.74,105.75,18.68K,0.75%
9/29/2023,105.815,105.875,105.94,105.335,25.04K,-0.11%
9/28/2023,105.933,106.385,106.475,105.735,19.73K,-0.41%
9/27/2023,106.366,105.91,106.54,105.87,18.68K,0.41%
9/26/2023,105.93,105.645,105.96,105.56,11.63K,0.23%
9/25/2023,105.69,105.26,105.785,105.2,12.61K,0.41%
9/22/2023,105.26,105.085,105.465,104.995,13.22K,0.21%
9/21/2023,105.044,105.13,105.44,104.96,16.09K,0.24%
9/20/2023,104.788,104.79,105.125,104.345,15.43K,-0.04%
9/19/2023,104.832,104.76,104.89,104.465,10.31K,-0.44%
9/18/2023,105.292,105.26,105.3,105.2,0.12K,-0.03%
9/15/2023,105.325,105.4,105.42,105.085,9.74K,-0.07%
9/14/2023,105.395,104.75,105.43,104.565,24.24K,0.62%
9/13/2023,104.749,104.585,105,104.5,24.40K,0.06%
9/12/2023,104.69,104.56,104.905,104.4,16.20K,0.14%
9/11/2023,104.539,104.84,104.905,104.39,17.46K,-0.50%
9/8/2023,105.066,105.02,105.07,104.63,21.73K,0.04%
9/7/2023,105.028,104.83,105.125,104.785,15.07K,0.20%
9/6/2023,104.821,104.72,105.015,104.55,12.58K,0.06%
9/5/2023,104.763,104.1,104.855,104.07,15.42K,0.55%
9/4/2023,104.191,104.2,104.245,103.98,4.23K,0.00%
9/1/2023,104.191,103.585,104.255,103.215,19.16K,0.58%
8/31/2023,103.587,103.085,103.69,102.955,17.59K,0.48%
8/30/2023,103.093,103.48,103.635,102.855,18.83K,-0.37%
8/29/2023,103.471,103.905,104.295,103.305,18.40K,-0.50%
8/28/2023,103.992,104.155,104.155,103.925,9.95K,-0.02%
8/25/2023,104.013,104.015,104.385,103.675,20.83K,0.09%
8/24/2023,103.919,103.275,103.965,103.19,16.06K,0.57%
8/23/2023,103.333,103.515,103.905,103.215,19.58K,-0.14%
8/22/2023,103.473,103.22,103.625,102.925,16.28K,0.26%
8/21/2023,103.206,103.27,103.41,103.05,12.44K,-0.07%
8/18/2023,103.276,103.31,103.575,103.13,12.52K,-0.19%
8/17/2023,103.47,103.365,103.495,102.945,16.79K,0.15%
8/16/2023,103.319,103.095,103.41,102.825,14.04K,0.22%
8/15/2023,103.095,103,103.16,102.68,-,0.04%
8/14/2023,103.058,102.715,103.325,102.63,16.47K,0.36%
8/11/2023,102.689,102.49,102.765,102.265,17.97K,0.31%
8/10/2023,102.367,102.33,102.5,101.6,17.71K,0.05%
8/9/2023,102.312,102.35,102.405,102.12,8.12K,-0.03%
8/8/2023,102.34,101.895,102.63,101.885,11.41K,0.47%
8/7/2023,101.861,101.84,102.19,101.77,-,0.02%
8/4/2023,101.836,102.29,102.45,101.55,18.99K,-0.50%
8/3/2023,102.35,102.415,102.655,102.175,15.14K,-0.04%
8/2/2023,102.389,101.815,102.58,101.785,12.80K,0.30%
8/1/2023,102.085,101.66,102.225,101.62,14.73K,0.45%
7/31/2023,101.626,101.46,101.665,101.295,-,0.22%
7/28/2023,101.399,101.48,101.825,101.095,19.39K,-0.14%
7/27/2023,101.544,100.845,101.615,100.32,-,0.90%
7/26/2023,100.636,101.055,101.19,100.595,18.45K,-0.46%
7/25/2023,101.096,101.15,101.395,100.93,10.85K,0.01%
7/24/2023,101.083,100.715,101.16,100.625,14.30K,0.28%
7/21/2023,100.798,100.505,100.925,100.45,13.83K,0.20%
7/20/2023,100.597,99.965,100.685,99.745,15.36K,0.61%
7/19/2023,99.988,99.65,100.245,99.605,13.47K,0.36%
7/18/2023,99.625,99.595,99.79,99.22,19.20K,0.10%
7/17/2023,99.529,99.665,99.865,99.45,14.61K,-0.08%
7/14/2023,99.605,99.465,99.705,99.26,17.93K,0.15%
7/13/2023,99.456,100.205,100.295,99.425,13.36K,-0.74%
7/12/2023,100.193,101.295,101.295,100.18,21.38K,-1.19%
7/11/2023,101.403,101.61,101.65,101.315,11.73K,-0.24%
7/10/2023,101.642,101.97,102.235,101.61,13.11K,-0.30%
7/7/2023,101.95,102.785,102.875,101.91,19.42K,-0.89%
7/6/2023,102.867,103.025,103.275,102.605,21.21K,-0.16%
7/5/2023,103.035,102.73,103.055,102.63,11.66K,0.37%
7/4/2023,102.654,102.63,102.765,102.55,4.46K,0.00%
7/3/2023,102.654,102.645,102.955,102.415,9.27K,0.07%
6/30/2023,102.587,103.025,103.23,102.43,12.82K,-0.41%
6/29/2023,103.008,102.625,103.11,102.455,13.45K,0.45%
6/28/2023,102.548,102.155,102.815,102.12,13.32K,0.41%
6/27/2023,102.127,102.385,102.445,101.96,10.82K,-0.20%
6/26/2023,102.334,102.51,102.51,102.25,8.36K,-0.20%
6/23/2023,102.542,102.005,102.785,101.985,13.13K,0.54%
6/22/2023,101.994,101.665,102.085,101.485,13.60K,0.31%
6/21/2023,101.676,102.09,102.305,101.62,12.80K,-0.44%
6/20/2023,102.125,102.075,102.375,101.92,13.52K,0.28%
6/19/2023,101.838,101.875,102.14,101.845,4.53K,-0.41%
6/16/2023,102.258,102.11,102.255,102.05,2.37K,0.15%
6/15/2023,102.108,102.92,103.36,102.09,10.20K,-0.79%
6/14/2023,102.916,103.275,103.385,102.635,19.73K,-0.39%
6/13/2023,103.318,103.57,103.61,103.025,20.14K,-0.30%
6/12/2023,103.631,103.545,103.74,103.23,13.91K,0.09%
6/9/2023,103.533,103.3,103.585,103.28,11.96K,0.21%
6/8/2023,103.316,104.005,104.045,103.27,12.49K,-0.71%
6/7/2023,104.055,104.035,104.25,103.565,12.57K,-0.02%
6/6/2023,104.074,103.95,104.315,103.755,10.57K,0.13%
6/5/2023,103.936,103.975,104.36,103.87,12.97K,-0.02%
6/2/2023,103.952,103.485,104.035,103.315,12.82K,0.43%
6/1/2023,103.502,104.105,104.44,103.435,16.36K,-0.71%
5/31/2023,104.245,103.99,104.615,103.935,16.96K,0.16%
5/30/2023,104.078,104.23,104.445,103.785,11.54K,-0.06%
5/29/2023,104.136,104.175,104.23,103.97,5.27K,0.00%
5/26/2023,104.136,104.165,104.34,103.715,15.66K,-0.04%
5/25/2023,104.175,103.775,104.245,103.775,15.07K,0.36%
5/24/2023,103.799,103.445,103.83,103.26,15.31K,0.40%
5/23/2023,103.385,103.16,103.545,103.055,14.06K,0.30%
5/22/2023,103.079,103.02,103.255,102.845,9.76K,0.00%
5/19/2023,103.079,103.39,103.49,102.87,18.44K,-0.36%
5/18/2023,103.455,102.74,103.49,102.65,13.98K,0.71%
5/17/2023,102.726,102.44,102.96,102.375,9.98K,0.31%
5/16/2023,102.404,102.275,102.535,102.04,10.19K,0.13%
5/15/2023,102.271,102.515,102.585,102.195,12.27K,-0.23%
5/12/2023,102.509,101.905,102.545,101.755,16.12K,0.62%
5/11/2023,101.873,101.22,101.97,101.115,16.11K,0.60%
5/10/2023,101.269,101.415,101.605,101,13.69K,-0.13%
5/9/2023,101.399,101.21,101.635,101.155,10.44K,0.24%
5/8/2023,101.155,101.045,101.2,100.825,7.55K,0.15%
5/5/2023,100.999,101.135,101.555,100.9,13.39K,-0.18%
5/4/2023,101.184,101.025,101.415,100.52,21.79K,0.07%
5/3/2023,101.115,101.65,101.7,100.835,17.19K,-0.60%
5/2/2023,101.725,101.93,102.185,101.64,16.72K,-0.19%
5/1/2023,101.92,101.405,101.96,101.39,14.67K,0.51%
4/28/2023,101.403,101.21,102.04,101.17,19.70K,0.15%
4/27/2023,101.252,101.16,101.56,100.93,11.33K,0.05%
4/26/2023,101.205,101.57,101.63,100.74,16.27K,-0.38%
4/25/2023,101.592,101,101.675,100.93,12.84K,0.51%
4/24/2023,101.073,101.45,101.635,101.055,11.95K,-0.47%
4/21/2023,101.552,101.52,101.855,101.37,10.51K,-0.01%
4/20/2023,101.566,101.695,101.845,101.35,10.87K,-0.10%
4/19/2023,101.668,101.43,101.94,101.365,11.48K,0.22%
4/18/2023,101.448,101.83,101.855,101.335,10.91K,-0.34%
4/17/2023,101.796,101.285,101.925,101.225,12.81K,0.54%
4/14/2023,101.245,100.67,101.43,100.42,19.61K,0.54%
4/13/2023,100.7,101.17,101.29,100.53,15.17K,-0.47%
4/12/2023,101.171,101.795,101.835,101.115,15.77K,-0.70%
4/11/2023,101.884,102.17,102.19,101.695,7.76K,-0.36%
4/10/2023,102.249,101.73,102.48,101.655,11.16K,0.50%
4/7/2023,101.737,101.645,101.98,101.565,-,0.21%
4/6/2023,101.519,101.575,101.83,101.435,9.87K,-0.03%
4/5/2023,101.545,101.245,101.68,101.09,16.08K,0.27%
4/4/2023,101.267,101.735,101.95,101.14,15.26K,-0.51%
4/3/2023,101.787,102.27,102.745,101.56,16.16K,-0.39%
3/31/2023,102.186,101.905,102.305,101.73,12.30K,0.36%
3/30/2023,101.821,102.305,102.46,101.75,8.87K,-0.47%
3/29/2023,102.298,102.13,102.44,102.03,10.00K,0.19%
3/28/2023,102.106,102.425,102.43,102.04,9.38K,-0.40%
3/27/2023,102.518,102.77,102.895,102.48,7.36K,-0.24%
3/24/2023,102.764,102.265,103.025,102.165,14.23K,0.54%
3/23/2023,102.207,102.095,102.295,101.555,22.48K,0.23%
3/22/2023,101.972,102.84,102.91,101.67,19.34K,-0.90%
3/21/2023,102.897,102.96,103.145,102.635,12.93K,-0.03%
3/20/2023,102.933,103.415,103.64,102.905,14.83K,-0.41%
3/17/2023,103.36,104.1,104.125,103.335,18.18K,-0.70%
3/16/2023,104.092,104.34,104.405,103.895,27.79K,-0.18%
3/15/2023,104.276,103.325,104.72,103.045,27.71K,1.03%
3/14/2023,103.215,103.245,103.78,103.085,19.86K,-0.48%
3/13/2023,103.713,104.085,104.34,103.73,0.15K,-0.80%
3/10/2023,104.552,105.12,105.365,104.025,22.05K,-0.72%
3/9/2023,105.305,105.645,105.73,105.135,24.40K,-0.31%
3/8/2023,105.634,105.6,105.87,105.335,31.06K,0.04%
3/7/2023,105.592,104.275,105.635,104.095,24.98K,1.21%
3/6/2023,104.325,104.54,104.665,104.13,21.76K,-0.16%
3/3/2023,104.488,104.845,104.985,104.45,19.11K,-0.48%
3/2/2023,104.995,104.44,105.155,104.42,18.33K,0.54%
3/1/2023,104.432,104.985,105.035,104.045,26.13K,-0.37%
2/28/2023,104.825,104.61,104.95,104.36,18.88K,0.19%
2/27/2023,104.624,105.21,105.32,104.49,17.99K,-0.51%
2/24/2023,105.158,104.445,105.275,104.375,23.92K,0.59%
2/23/2023,104.539,104.43,104.735,104.265,15.24K,0.02%
2/22/2023,104.523,104.03,104.54,103.945,15.07K,0.39%
2/21/2023,104.112,103.85,104.2,103.7,17.92K,0.32%
2/20/2023,103.78,103.83,104.02,103.685,9.41K,0.00%
2/17/2023,103.78,104.095,104.605,103.765,24.05K,-0.01%
2/16/2023,103.791,103.815,104.17,103.465,29.83K,-0.05%
2/15/2023,103.839,103.12,104.03,103.07,24.33K,0.69%
2/14/2023,103.123,103.1,103.44,102.39,37.12K,-0.12%
2/13/2023,103.248,103.435,103.745,103.125,15.17K,-0.28%
2/10/2023,103.535,103.12,103.59,102.8,21.58K,0.42%
2/9/2023,103.106,103.385,103.45,102.52,21.83K,-0.16%
2/8/2023,103.272,103.17,103.385,102.88,17.73K,-0.03%
2/7/2023,103.298,103.415,103.85,102.87,27.28K,-0.19%
2/6/2023,103.498,102.895,103.65,102.845,37.02K,0.72%
2/3/2023,102.755,101.65,102.85,101.38,39.17K,1.16%
2/2/2023,101.575,100.75,101.745,100.68,42.49K,0.54%
2/1/2023,101.028,101.925,102.015,100.805,36.73K,-0.87%
1/31/2023,101.915,102.015,102.45,101.825,31.11K,-0.17%
1/30/2023,102.086,101.75,102.125,101.46,21.43K,0.36%
1/27/2023,101.721,101.52,101.99,101.49,18.24K,0.08%
1/26/2023,101.638,101.395,101.985,101.295,23.08K,0.22%
1/25/2023,101.416,101.735,101.89,101.33,23.31K,-0.25%
1/24/2023,101.675,101.77,102.205,101.485,22.22K,-0.24%
1/23/2023,101.916,101.72,102.04,101.345,21.42K,0.13%
1/20/2023,101.781,101.855,102.32,101.7,16.66K,-0.05%
1/19/2023,101.831,102.2,102.265,101.76,20.17K,-0.27%
1/18/2023,102.107,102.255,102.655,101.265,40.26K,-0.03%
1/17/2023,102.141,102.045,102.325,101.68,27.43K,0.19%
1/16/2023,101.946,101.9,102.3,101.465,11.92K,0.00%
1/13/2023,101.946,102,102.395,101.72,24.05K,-0.05%
1/12/2023,101.995,102.9,103.1,101.81,52.38K,-0.91%
1/11/2023,102.928,102.98,103.23,102.85,22.72K,-0.05%
1/10/2023,102.98,102.975,103.25,102.77,20.58K,0.23%
1/9/2023,102.743,103.69,103.69,102.68,35.68K,-0.87%
1/6/2023,103.646,104.84,105.5,103.62,38.59K,-1.13%
1/5/2023,104.828,103.83,105.06,103.78,26.34K,0.78%
1/4/2023,104.021,104.375,104.385,103.595,22.70K,-0.28%
1/3/2023,104.312,103.445,104.65,103.235,32.36K,1.01%
12/30/2022,103.269,103.64,103.865,103.145,22.93K,-0.31%
12/29/2022,103.586,104.08,104.215,103.535,14.45K,-0.57%
12/28/2022,104.182,104.005,104.27,103.565,19.01K,0.28%
12/27/2022,103.893,103.835,104.11,103.585,13.28K,-0.11%
12/23/2022,104.01,104.175,104.235,103.815,15.93K,-0.11%
12/22/2022,104.127,103.8,104.3,103.435,21.05K,0.27%
12/21/2022,103.847,103.625,104.065,103.515,16.95K,0.23%
12/20/2022,103.606,104.37,104.415,103.4,30.55K,-0.95%
12/19/2022,104.595,104.625,104.655,104.15,0.06K,-0.06%
12/16/2022,104.661,104.46,104.815,104.23,15.35K,0.12%
12/15/2022,104.532,103.61,104.86,103.5,40.25K,0.76%
12/14/2022,103.739,103.99,104.195,103.395,49.73K,-0.20%
12/13/2022,103.943,104.94,105.085,103.53,34.51K,-1.10%
12/12/2022,105.104,104.85,105.235,104.64,29.21K,0.29%
12/9/2022,104.799,104.77,105.2,104.41,38.53K,0.04%
12/8/2022,104.756,105.225,105.415,104.685,26.31K,-0.29%
12/7/2022,105.056,105.565,105.8,104.82,33.34K,-0.46%
12/6/2022,105.542,105.095,105.585,104.85,28.96K,0.29%
12/5/2022,105.239,104.435,105.36,104.065,35.49K,0.71%
12/2/2022,104.5,104.795,105.575,103.935,43.74K,-0.18%
12/1/2022,104.689,105.57,105.86,104.55,43.75K,-1.14%
11/30/2022,105.897,106.66,107.15,105.71,37.35K,-0.82%
11/29/2022,106.768,106.605,106.82,105.995,24.38K,0.13%
11/28/2022,106.632,106.12,106.695,105.255,42.07K,0.68%
11/25/2022,105.917,105.845,106.345,105.605,16.78K,-0.05%
11/24/2022,105.967,105.88,105.995,105.545,13.44K,0.00%
11/23/2022,105.967,107.045,107.135,105.91,31.04K,-1.07%
11/22/2022,107.115,107.57,107.66,107.01,20.07K,-0.57%
11/21/2022,107.732,106.91,107.895,106.78,23.69K,0.85%
11/18/2022,106.826,106.485,106.92,106.23,27.11K,0.22%
11/17/2022,106.592,106.25,107.14,105.975,35.05K,0.41%
11/16/2022,106.152,106.47,106.665,105.72,46.22K,-0.13%
11/15/2022,106.295,106.9,106.995,105.155,75.91K,-0.22%
11/14/2022,106.531,106.655,107.15,106.33,40.26K,0.35%
11/11/2022,106.164,108.05,108.32,106.14,55.54K,-1.78%
11/10/2022,108.092,110.205,110.89,107.585,71.97K,-2.14%
11/9/2022,110.46,109.625,110.545,109.355,46.85K,0.84%
11/8/2022,109.542,110,110.5,109.24,37.00K,-0.41%
11/7/2022,109.993,111,111.17,109.92,34.39K,-0.71%
11/4/2022,110.774,112.875,112.875,110.61,62.90K,-1.80%
11/3/2022,112.804,112.03,113.045,111.705,50.91K,1.42%
11/2/2022,111.226,111.365,112.025,110.26,48.15K,-0.12%
11/1/2022,111.359,111.44,111.655,110.565,36.50K,-0.05%
10/31/2022,111.42,110.675,111.535,110.585,24.96K,0.74%
10/28/2022,110.606,110.395,110.925,110.135,38.12K,0.14%
10/27/2022,110.453,109.45,110.48,109.365,50.40K,0.82%
10/26/2022,109.552,110.84,111.015,109.465,50.48K,-1.15%
10/25/2022,110.83,111.815,112.065,110.625,49.49K,-0.96%
10/24/2022,111.909,111.605,112.465,111.335,40.55K,-0.06%
10/21/2022,111.98,112.845,113.835,111.575,113.49K,-0.74%
10/20/2022,112.818,112.9,113.03,112.05,39.69K,-0.05%
10/19/2022,112.879,111.815,112.995,111.78,34.23K,0.79%
10/18/2022,111.994,111.97,112.35,111.63,41.68K,0.08%
10/17/2022,111.908,113.17,113.17,111.79,41.50K,-1.14%
10/14/2022,113.202,112.475,113.3,112.06,47.79K,0.85%
10/13/2022,112.253,113.175,113.85,112.02,78.59K,-0.86%
10/12/2022,113.224,113.23,113.495,112.905,39.16K,0.08%
10/11/2022,113.128,113.005,113.47,112.295,47.26K,0.05%
10/10/2022,113.071,112.655,113.285,112.51,34.69K,0.34%
10/7/2022,112.683,112.215,112.775,111.865,42.76K,0.45%
10/6/2022,112.183,110.88,112.235,110.72,33.41K,1.06%
10/5/2022,111.011,110.075,111.655,109.985,37.55K,0.94%
10/4/2022,109.981,111.505,111.825,109.965,51.31K,-1.50%
10/3/2022,111.656,112.15,112.53,111.405,39.38K,-0.38%
9/30/2022,112.084,111.81,112.7,111.54,54.60K,-0.11%
9/29/2022,112.202,112.96,113.72,111.95,56.44K,-0.27%
9/28/2022,112.508,114.105,114.745,112.455,99.32K,-1.35%
9/27/2022,114.047,113.845,114.425,113.26,55.23K,0.02%
9/26/2022,114.02,112.99,114.445,112.665,87.87K,0.94%
9/23/2022,112.962,111.005,113,110.84,54.78K,1.67%
9/22/2022,111.105,111.22,111.58,110.22,55.61K,0.69%
9/21/2022,110.346,109.9,111.36,109.86,51.63K,0.37%
9/20/2022,109.942,109.29,110.015,109.075,28.29K,0.56%
9/19/2022,109.333,109.29,109.9,109.233,-,-0.16%
9/16/2022,109.506,109.54,109.995,109.2,46.85K,0.05%
9/15/2022,109.452,109.345,109.65,109.15,35.23K,0.07%
9/14/2022,109.371,109.52,109.635,108.98,27.36K,-0.14%
9/13/2022,109.528,108.03,109.635,107.45,17.95K,1.32%
9/12/2022,108.096,108.365,108.605,107.57,15.79K,-0.58%
9/9/2022,108.732,109.29,109.29,108.1,3.80K,-0.66%
9/8/2022,109.458,109.425,109.97,109.04,2.75K,-0.10%
9/7/2022,109.567,110.025,110.48,109.26,1.99K,-0.32%
9/6/2022,109.919,109.38,110.255,109.125,1.48K,0.61%
9/5/2022,109.255,109.55,110,109.445,0.55K,0.00%
9/2/2022,109.255,109.3,109.43,108.66,0.88K,-0.14%
9/1/2022,109.403,108.52,109.7,108.5,0.78K,0.93%
8/31/2022,108.4,108.4,108.875,108.055,0.28K,-0.07%
8/30/2022,108.474,108.385,108.8,108,0.28K,-0.06%
8/29/2022,108.54,108.695,109.2,108.18,0.86K,0.08%
8/26/2022,108.451,108.235,108.555,107.265,0.41K,0.29%
8/25/2022,108.133,108.105,108.31,107.7,0.48K,-0.18%
8/24/2022,108.326,108.24,108.785,108.005,0.23K,0.06%
8/23/2022,108.259,108.655,108.9,107.7,0.39K,-0.39%
8/22/2022,108.681,107.74,108.705,107.74,0.44K,0.81%
8/19/2022,107.803,107.145,107.84,107.13,0.25K,0.65%
8/18/2022,107.105,106.145,107.16,106.105,0.17K,0.89%
8/17/2022,106.161,106.04,106.41,105.96,0.12K,0.11%
8/16/2022,106.043,106.08,106.425,105.935,0.08K,-0.02%
8/15/2022,106.068,105.08,106.08,105.08,0.24K,0.88%
8/12/2022,105.145,104.765,105.345,104.765,0.11K,0.48%
